Latitude (decimal degrees):	41.897
Longitude (decimal degrees):	12.485
Elevation (m):	27
Radiation database:	PVGIS-SARAH3


Slope: 37 deg. (optimum)
Azimuth: 14 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050119:0910,116.63,149.39,20.87,7.39,3.38,0.0
20050119:1010,167.29,206.82,25.68,8.34,3.17,0.0
20050119:1110,58.11,83.68,27.71,8.88,2.69,0.0
20050119:1210,80.04,109.43,26.7,9.0,1.66,0.0
20050119:1310,158.48,198.49,22.77,9.5,2.0,0.0
20050119:1410,73.38,101.52,16.42,9.1,2.62,0.0
20050119:1510,114.21,147.07,8.23,8.56,2.83,0.0
20050119:1610,0.0,0.0,-1.25,8.15,3.03,0.0
20050119:1710,0.0,0.0,0.0,7.65,3.52,0.0
20050119:1810,0.0,0.0,0.0,6.99,4.28,0.0
20050119:1910,0.0,0.0,0.0,7.17,4.62,0.0
20050119:2010,0.0,0.0,0.0,6.61,5.31,0.0
20050119:2110,0.0,0.0,0.0,6.13,5.72,0.0
20050119:2210,0.0,0.0,0.0,5.72,5.72,0.0
20050119:2310,0.0,0.0,0.0,5.48,5.66,0.0
20050120:0010,0.0,0.0,0.0,5.41,5.52,0.0
20050120:0110,0.0,0.0,0.0,5.08,5.24,0.0
20050120:0210,0.0,0.0,0.0,4.75,5.17,0.0
20050120:0310,0.0,0.0,0.0,4.52,5.17,0.0
20050120:0410,0.0,0.0,0.0,4.3,5.03,0.0
20050120:0510,0.0,0.0,0.0,4.09,4.97,0.0
20050120:0610,0.0,0.0,0.0,3.87,4.83,0.0
20050120:0710,15.57,33.73,5.26,3.99,4.34,0.0
20050120:0810,265.21,314.43,13.96,4.93,4.0,0.0
20050120:0910,496.94,575.78,21.03,6.79,3.93,0.0
20050120:1010,657.29,777.47,25.87,8.63,3.59,0.0
20050120:1110,696.21,841.68,27.92,10.27,2.9,0.0
20050120:1210,740.32,920.77,26.92,11.4,1.86,0.0
20050120:1310,702.05,885.85,23.0,12.01,0.97,0.0
20050120:1410,531.29,658.79,16.64,12.1,0.41,0.0
20050120:1510,494.52,606.37,8.44,11.73,1.31,0.0
20050120:1610,0.0,0.0,-1.05,10.7,1.59,0.0
20050120:1710,0.0,0.0,0.0,8.89,2.0,0.0
20050120:1810,0.0,0.0,0.0,7.63,2.48,0.0
20050120:1910,0.0,0.0,0.0,7.46,1.66,0.0
20050120:2010,0.0,0.0,0.0,6.8,1.52,0.0
20050120:2110,0.0,0.0,0.0,7.25,1.17,0.0
20050120:2210,0.0,0.0,0.0,7.36,0.55,0.0
20050120:2310,0.0,0.0,0.0,7.37,0.41,0.0
20050121:0010,0.0,0.0,0.0,7.49,0.28,0.0
20050121:0110,0.0,0.0,0.0,7.3,1.17,0.0
20050121:0210,0.0,0.0,0.0,4.38,1.72,0.0
20050121:0310,0.0,0.0,0.0,3.73,1.79,0.0
20050121:0410,0.0,0.0,0.0,3.83,2.07,0.0
20050121:0510,0.0,0.0,0.0,5.34,2.41,0.0
20050121:0610,0.0,0.0,0.0,6.72,2.62,0.0
20050121:0710,2.41,11.26,5.37,7.02,2.48,0.0
20050121:0810,75.28,103.33,14.1,7.91,2.76,0.0
20050121:0910,43.46,66.21,21.2,8.85,3.31,0.0
20050121:1010,366.23,433.21,26.06,10.27,3.52,0.0
20050121:1110,428.9,509.41,28.14,11.22,3.45,0.0
20050121:1210,680.28,821.86,27.15,11.82,3.59,0.0
20050121:1310,673.66,812.84,23.23,12.04,3.72,0.0
20050121:1410,515.0,617.43,16.86,12.06,2.97,0.0
20050121:1510,214.35,264.35,8.66,11.87,1.59,0.0
20050121:1610,0.0,0.0,-0.85,11.14,1.45,0.0
20050121:1710,0.0,0.0,0.0,9.43,1.52,0.0
20050121:1810,0.0,0.0,0.0,8.46,1.66,0.0
20050121:1910,0.0,0.0,0.0,9.2,1.59,0.0
20050121:2010,0.0,0.0,0.0,8.61,1.59,0.0
20050121:2110,0.0,0.0,0.0,8.38,1.38,0.0
20050121:2210,0.0,0.0,0.0,7.46,1.38,0.0
20050121:2310,0.0,0.0,0.0,6.19,1.38,0.0
20050122:0010,0.0,0.0,0.0,4.94,1.52,0.0
20050122:0110,0.0,0.0,0.0,4.83,1.17,0.0
20050122:0210,0.0,0.0,0.0,5.13,1.1,0.0
20050122:0310,0.0,0.0,0.0,5.08,1.31,0.0
20050122:0410,0.0,0.0,0.0,5.23,1.52,0.0
20050122:0510,0.0,0.0,0.0,5.43,1.79,0.0
20050122:0610,0.0,0.0,0.0,5.17,2.07,0.0
20050122:0710,21.12,42.37,5.5,6.32,2.48,0.0
20050122:0810,264.36,319.45,14.25,7.4,1.93,0.0
20050122:0910,465.62,556.13,21.37,9.56,1.59,0.0
20050122:1010,623.11,758.55,26.26,11.49,2.0,0.0
20050122:1110,726.44,893.83,28.36,12.61,2.76,0.0
20050122:1210,751.63,924.91,27.38,13.31,3.38,0.0
20050122:1310,735.12,898.34,23.46,13.59,3.93,0.0
20050122:1410,625.05,753.92,17.09,13.4,4.07,0.0
20050122:1510,477.36,574.44,8.87,12.68,3.72,0.0
20050122:1610,0.0,0.0,-0.64,11.16,3.72,0.0
20050122:1710,0.0,0.0,0.0,9.61,3.52,0.0
20050122:1810,0.0,0.0,0.0,8.52,3.45,0.0
20050122:1910,0.0,0.0,0.0,8.46,3.38,0.0
20050122:2010,0.0,0.0,0.0,7.95,3.03,0.0
20050122:2110,0.0,0.0,0.0,7.22,3.1,0.0
20050122:2210,0.0,0.0,0.0,6.2,3.1,0.0
20050122:2310,0.0,0.0,0.0,5.42,2.83,0.0
20050123:0010,0.0,0.0,0.0,4.69,2.48,0.0
20050123:0110,0.0,0.0,0.0,4.09,2.28,0.0
20050123:0210,0.0,0.0,0.0,3.65,2.28,0.0
20050123:0310,0.0,0.0,0.0,3.4,2.21,0.0
20050123:0410,0.0,0.0,0.0,3.33,2.07,0.0
20050123:0510,0.0,0.0,0.0,3.19,2.21,0.0
20050123:0610,0.0,0.0,0.0,3.57,2.21,0.0
20050123:0710,24.76,47.31,5.63,3.81,2.28,0.0
20050123:0810,275.01,327.88,14.4,4.97,2.14,0.0
20050123:0910,481.94,566.72,21.55,7.61,2.34,0.0
20050123:1010,648.54,770.94,26.47,9.24,3.31,0.0
20050123:1110,627.34,745.86,28.59,10.4,4.0,0.0
20050123:1210,228.54,277.38,27.62,10.77,4.34,0.0
20050123:1310,38.54,60.69,23.7,10.86,4.62,0.0
20050123:1410,15.64,31.27,17.32,10.47,4.41,0.0
20050123:1510,9.21,22.07,9.09,9.67,4.21,0.0
20050123:1610,0.0,0.0,-0.43,8.99,4.14,0.0
20050123:1710,0.0,0.0,0.0,8.23,4.0,0.0
20050123:1810,0.0,0.0,0.0,7.88,3.93,0.0
20050123:1910,0.0,0.0,0.0,8.01,3.1,0.0
20050123:2010,0.0,0.0,0.0,7.95,2.83,0.0
20050123:2110,0.0,0.0,0.0,7.92,1.86,0.0
20050123:2210,0.0,0.0,0.0,7.92,0.69,0.0
20050123:2310,0.0,0.0,0.0,8.24,0.48,0.0
20050124:0010,0.0,0.0,0.0,7.8,0.76,0.0
20050124:0110,0.0,0.0,0.0,7.45,1.1,0.0
20050124:0210,0.0,0.0,0.0,7.36,1.31,0.0
20050124:0310,0.0,0.0,0.0,7.09,1.59,0.0
20050124:0410,0.0,0.0,0.0,6.65,1.79,0.0
20050124:0510,0.0,0.0,0.0,6.39,1.66,0.0
20050124:0610,0.0,0.0,0.0,6.08,1.59,0.0
20050124:0710,0.0,1.84,5.77,5.77,1.31,0.0
20050124:0810,23.01,40.46,14.57,6.06,1.38,0.0
20050124:0910,39.98,61.61,21.74,6.91,1.72,0.0
20050124:1010,449.47,529.25,26.68,7.54,2.07,0.0
20050124:1110,670.0,802.17,28.83,8.32,2.62,0.0
20050124:1210,713.14,855.84,27.87,8.76,3.1,0.0
20050124:1310,218.58,264.15,23.95,9.05,3.79,0.0
20050124:1410,396.71,465.0,17.56,9.15,3.93,0.0
20050124:1510,414.63,488.63,9.32,8.77,3.72,0.0
20050124:1610,0.0,0.0,-0.22,7.86,3.31,0.0
20050124:1710,0.0,0.0,0.0,6.57,3.45,0.0
20050124:1810,0.0,0.0,0.0,5.52,3.45,0.0
20050124:1910,0.0,0.0,0.0,5.39,2.21,0.0
20050124:2010,0.0,0.0,0.0,4.78,2.07,0.0
20050124:2110,0.0,0.0,0.0,4.54,1.93,0.0
20050124:2210,0.0,0.0,0.0,4.22,1.86,0.0
20050124:2310,0.0,0.0,0.0,3.7,1.72,0.0
20050125:0010,0.0,0.0,0.0,3.3,1.66,0.0
20050125:0110,0.0,0.0,0.0,3.06,2.0,0.0
20050125:0210,0.0,0.0,0.0,3.21,2.07,0.0
20050125:0310,0.0,0.0,0.0,2.64,2.41,0.0
20050125:0410,0.0,0.0,0.0,3.28,2.48,0.0
20050125:0510,0.0,0.0,0.0,3.41,2.28,0.0
20050125:0610,0.0,0.0,0.0,3.4,2.0,0.0
20050125:0710,10.63,25.11,5.91,3.67,2.83,0.0
20050125:0810,71.99,98.2,14.73,4.61,2.76,0.0
20050125:0910,277.76,327.46,21.93,6.06,2.28,0.0
20050125:1010,95.16,125.98,26.9,7.71,2.69,0.0
20050125:1110,152.27,190.44,29.07,8.44,3.72,0.0
20050125:1210,189.37,230.7,28.12,7.92,4.62,0.0
20050125:1310,181.88,222.07,24.19,7.84,4.34,0.0
20050125:1410,81.14,109.61,17.8,7.54,4.28,0.0
20050125:1510,173.92,211.88,9.54,6.87,3.79,0.0
20050125:1610,0.0,0.0,-0.01,5.42,2.83,0.0
20050125:1710,0.0,0.0,0.0,3.88,3.38,0.0
20050125:1810,0.0,0.0,0.0,3.0,4.21,0.0
20050125:1910,0.0,0.0,0.0,3.51,3.86,0.0
20050125:2010,0.0,0.0,0.0,2.83,4.34,0.0
20050125:2110,0.0,0.0,0.0,2.31,4.41,0.0
20050125:2210,0.0,0.0,0.0,2.08,4.28,0.0
20050125:2310,0.0,0.0,0.0,1.81,4.28,0.0
20050126:0010,0.0,0.0,0.0,1.7,4.9,0.0
20050126:0110,0.0,0.0,0.0,1.73,5.38,0.0
20050126:0210,0.0,0.0,0.0,1.79,5.72,0.0
20050126:0310,0.0,0.0,0.0,1.76,5.86,0.0
20050126:0410,0.0,0.0,0.0,1.68,5.86,0.0
20050126:0510,0.0,0.0,0.0,1.7,5.93,0.0
20050126:0610,0.0,0.0,0.0,1.61,5.79,0.0
20050126:0710,25.21,46.82,6.06,1.91,4.9,0.0
20050126:0810,128.69,159.92,14.9,2.45,5.24,0.0
20050126:0910,417.63,473.65,22.13,3.54,5.66,0.0
20050126:1010,679.71,777.54,27.13,4.68,5.72,0.0
20050126:1110,748.76,865.51,29.32,4.91,5.38,0.0
20050126:1210,816.52,953.66,28.37,5.27,5.17,0.0
20050126:1310,792.0,922.16,24.45,5.59,5.45,0.0
20050126:1410,681.09,785.95,18.04,5.46,5.38,0.0
20050126:1510,560.43,647.44,9.77,5.31,5.24,0.0
20050126:1610,5.18,15.53,0.21,4.61,5.38,0.0
20050126:1710,0.0,0.0,0.0,3.73,5.45,0.0
20050126:1810,0.0,0.0,0.0,3.37,5.45,0.0
20050126:1910,0.0,0.0,0.0,2.66,4.21,0.0
20050126:2010,0.0,0.0,0.0,2.01,4.07,0.0
20050126:2110,0.0,0.0,0.0,1.53,4.28,0.0
20050126:2210,0.0,0.0,0.0,1.08,4.55,0.0
20050126:2310,0.0,0.0,0.0,0.73,4.69,0.0
20050127:0010,0.0,0.0,0.0,0.41,4.41,0.0
20050127:0110,0.0,0.0,0.0,0.16,4.14,0.0
20050127:0210,0.0,0.0,0.0,0.03,3.79,0.0
20050127:0310,0.0,0.0,0.0,-0.04,3.59,0.0
20050127:0410,0.0,0.0,0.0,-0.14,3.52,0.0
20050127:0510,0.0,0.0,0.0,-0.25,3.45,0.0
20050127:0610,0.0,0.0,0.0,-0.19,3.38,0.0
20050127:0710,0.0,2.76,6.21,0.81,3.45,0.0
20050127:0810,46.91,68.34,15.08,1.44,3.45,0.0
20050127:0910,33.22,52.42,22.34,2.41,3.24,0.0
20050127:1010,235.75,277.73,27.36,3.79,3.1,0.0
20050127:1110,90.91,119.55,29.57,4.59,2.97,0.0
20050127:1210,206.74,248.79,28.63,5.91,2.97,0.0
20050127:1310,54.84,79.08,24.7,6.57,2.76,0.0
20050127:1410,21.53,38.62,18.28,6.67,2.55,0.0
20050127:1510,5.18,15.63,10.0,6.55,2.21,0.0
20050127:1610,0.0,2.59,0.43,6.02,1.93,0.0
20050127:1710,0.0,0.0,0.0,5.18,2.14,0.0
20050127:1810,0.0,0.0,0.0,4.77,2.62,0.0
20050127:1910,0.0,0.0,0.0,4.1,2.0,0.0
20050127:2010,0.0,0.0,0.0,3.83,2.69,0.0
20050127:2110,0.0,0.0,0.0,3.41,3.1,0.0
20050127:2210,0.0,0.0,0.0,3.18,3.17,0.0
20050127:2310,0.0,0.0,0.0,2.64,3.24,0.0
20050128:0010,0.0,0.0,0.0,2.28,3.17,0.0
20050128:0110,0.0,0.0,0.0,1.98,3.1,0.0
20050128:0210,0.0,0.0,0.0,1.9,2.9,0.0
20050128:0310,0.0,0.0,0.0,1.85,2.76,0.0
20050128:0410,0.0,0.0,0.0,1.55,2.69,0.0
20050128:0510,0.0,0.0,0.0,1.52,2.48,0.0
20050128:0610,0.0,0.0,0.0,1.6,2.28,0.0
20050128:0710,10.65,24.47,6.37,0.98,2.07,0.0
20050128:0810,85.6,112.72,15.27,2.3,1.79,0.0
20050128:0910,269.23,314.25,22.55,3.15,2.07,0.0
20050128:1010,514.54,596.71,27.6,3.92,2.21,0.0
20050128:1110,727.58,874.02,29.83,4.7,1.66,0.0
20050128:1210,565.87,673.82,28.9,5.31,1.1,0.0
20050128:1310,319.62,376.88,24.96,5.41,1.1,0.0
20050128:1410,37.24,57.93,18.53,5.24,1.24,0.0
20050128:1510,438.52,517.2,10.24,4.58,1.03,0.0
20050128:1610,5.18,15.53,0.65,4.26,0.69,0.0
20050128:1710,0.0,0.0,0.0,3.58,0.62,0.0
20050128:1810,0.0,0.0,0.0,2.59,1.38,0.0
20050128:1910,0.0,0.0,0.0,1.57,1.52,0.0
20050128:2010,0.0,0.0,0.0,1.13,1.66,0.0
20050128:2110,0.0,0.0,0.0,0.87,1.59,0.0
20050128:2210,0.0,0.0,0.0,0.73,1.52,0.0
20050128:2310,0.0,0.0,0.0,0.65,1.72,0.0
20050129:0010,0.0,0.0,0.0,0.55,1.93,0.0
20050129:0110,0.0,0.0,0.0,0.4,2.41,0.0
20050129:0210,0.0,0.0,0.0,0.25,2.55,0.0
20050129:0310,0.0,0.0,0.0,0.28,2.62,0.0
20050129:0410,0.0,0.0,0.0,0.06,2.97,0.0
20050129:0510,0.0,0.0,0.0,-0.07,3.24,0.0
20050129:0610,0.0,0.0,0.0,-0.08,3.38,0.0
20050129:0710,0.0,2.76,6.54,0.46,3.52,0.0
20050129:0810,90.49,117.36,15.46,1.15,3.59,0.0
20050129:0910,185.25,220.18,22.77,2.0,3.86,0.0
20050129:1010,86.97,114.03,27.85,2.53,4.0,0.0
20050129:1110,100.15,128.74,30.09,2.57,3.66,0.0
20050129:1210,164.17,199.13,29.17,2.97,3.79,0.0
20050129:1310,34.71,54.26,25.23,2.73,3.86,0.0
20050129:1410,26.4,44.14,18.78,2.67,3.79,0.0
20050129:1510,35.43,55.18,10.48,3.06,4.34,0.0
20050129:1610,0.54,6.9,0.87,2.97,4.21,0.0
20050129:1710,0.0,0.0,0.0,2.33,3.79,0.0
20050129:1810,0.0,0.0,0.0,2.16,3.52,0.0
20050129:1910,0.0,0.0,0.0,2.42,3.31,0.0
20050129:2010,0.0,0.0,0.0,2.13,3.38,0.0
20050129:2110,0.0,0.0,0.0,1.68,3.31,0.0
20050129:2210,0.0,0.0,0.0,1.34,3.38,0.0
20050129:2310,0.0,0.0,0.0,1.21,3.52,0.0
20050130:0010,0.0,0.0,0.0,0.84,3.93,0.0
20050130:0110,0.0,0.0,0.0,0.77,4.28,0.0
20050130:0210,0.0,0.0,0.0,0.84,4.48,0.0
20050130:0310,0.0,0.0,0.0,0.86,4.69,0.0
20050130:0410,0.0,0.0,0.0,0.87,4.83,0.0
20050130:0510,0.0,0.0,0.0,0.97,4.69,0.0
20050130:0610,0.0,0.0,0.0,0.8,4.48,0.0
20050130:0710,1.64,9.2,6.71,1.33,3.93,0.0
20050130:0810,24.25,41.38,15.65,2.18,3.86,0.0
20050130:0910,104.71,134.01,22.99,3.46,4.07,0.0
20050130:1010,358.25,413.96,28.1,5.36,4.28,0.0
20050130:1110,262.66,310.29,30.36,6.61,4.48,0.0
20050130:1210,169.72,209.03,29.45,7.67,4.34,0.0
20050130:1310,155.91,194.23,25.5,8.39,3.93,0.0
20050130:1410,584.01,688.17,19.04,8.57,3.66,0.0
20050130:1510,388.24,456.86,10.71,8.1,3.31,0.0
20050130:1610,5.64,16.39,1.1,6.7,3.59,0.0
20050130:1710,0.0,0.0,0.0,4.94,3.93,0.0
20050130:1810,0.0,0.0,0.0,3.62,4.14,0.0
20050130:1910,0.0,0.0,0.0,3.01,3.93,0.0
20050130:2010,0.0,0.0,0.0,2.23,4.14,0.0
20050130:2110,0.0,0.0,0.0,1.55,4.14,0.0
20050130:2210,0.0,0.0,0.0,0.98,4.0,0.0
20050130:2310,0.0,0.0,0.0,0.54,3.93,0.0
20050131:0010,0.0,0.0,0.0,0.21,3.86,0.0
20050131:0110,0.0,0.0,0.0,-0.02,3.66,0.0
20050131:0210,0.0,0.0,0.0,-0.19,3.38,0.0
20050131:0310,0.0,0.0,0.0,-0.34,3.31,0.0
20050131:0410,0.0,0.0,0.0,-0.46,3.38,0.0
20050131:0510,0.0,0.0,0.0,-0.54,3.31,0.0
20050131:0610,0.0,0.0,0.0,-0.66,3.1,0.0
20050131:0710,49.88,79.82,6.89,-0.31,2.83,0.0
20050131:0810,307.77,358.56,15.86,1.37,2.69,0.0
20050131:0910,523.53,604.13,23.22,3.64,2.62,0.0
20050131:1010,671.14,797.77,28.35,5.53,2.0,0.0
20050131:1110,766.62,943.39,30.63,6.91,1.38,0.0
20050131:1210,776.03,963.72,29.73,7.75,1.31,0.0
20050131:1310,759.94,934.23,25.77,8.25,1.79,0.0
20050131:1410,681.14,823.53,19.3,8.42,2.14,0.0
20050131:1510,569.07,681.92,10.96,8.18,2.28,0.0
20050131:1610,10.17,23.29,1.32,7.2,2.28,0.0
20050131:1710,0.0,0.0,0.0,5.81,2.41,0.0
20050131:1810,0.0,0.0,0.0,4.5,2.41,0.0
20050131:1910,0.0,0.0,0.0,3.47,2.14,0.0
20050131:2010,0.0,0.0,0.0,2.88,1.93,0.0
20050131:2110,0.0,0.0,0.0,1.98,1.93,0.0
20050131:2210,0.0,0.0,0.0,1.34,1.72,0.0
20050131:2310,0.0,0.0,0.0,1.42,1.38,0.0
20050201:0010,0.0,0.0,0.0,1.46,1.31,0.0
20050201:0110,0.0,0.0,0.0,0.46,1.59,0.0
20050201:0210,0.0,0.0,0.0,0.0,1.66,0.0
20050201:0310,0.0,0.0,0.0,-0.01,1.59,0.0
20050201:0410,0.0,0.0,0.0,-0.17,1.72,0.0
20050201:0510,0.0,0.0,0.0,-0.26,1.86,0.0
20050201:0610,0.0,0.0,0.0,-0.18,1.86,0.0
20050201:0710,26.71,47.62,7.07,0.77,1.52,0.0
20050201:0810,143.76,177.86,16.06,2.75,1.45,0.0
20050201:0910,136.36,171.36,23.46,6.05,1.38,0.0
20050201:1010,79.83,108.51,28.61,7.25,1.1,0.0
20050201:1110,175.01,217.55,30.91,8.33,0.97,0.0
20050201:1210,86.92,117.71,30.01,9.26,0.83,0.0
20050201:1310,110.08,144.86,26.05,9.69,0.34,0.0
20050201:1410,516.41,625.53,19.56,9.79,1.03,0.0
20050201:1510,466.78,560.64,11.2,9.47,1.72,0.0
20050201:1610,10.69,24.15,1.55,8.48,2.41,0.0
20050201:1710,0.0,0.0,0.0,7.33,3.03,0.0
20050201:1810,0.0,0.0,0.0,6.51,3.66,0.0
20050201:1910,0.0,0.0,0.0,5.2,4.14,0.0
20050201:2010,0.0,0.0,0.0,4.4,4.69,0.0
20050201:2110,0.0,0.0,0.0,3.99,5.03,0.0
20050201:2210,0.0,0.0,0.0,3.73,5.24,0.0
20050201:2310,0.0,0.0,0.0,3.55,5.59,0.0
20050202:0010,0.0,0.0,0.0,3.42,5.59,0.0
20050202:0110,0.0,0.0,0.0,3.39,5.31,0.0
20050202:0210,0.0,0.0,0.0,3.2,5.1,0.0
20050202:0310,0.0,0.0,0.0,2.9,5.1,0.0
20050202:0410,0.0,0.0,0.0,2.61,5.17,0.0
20050202:0510,0.0,0.0,0.0,2.36,5.17,0.0
20050202:0610,0.0,0.0,0.0,2.11,4.76,0.0
20050202:0710,43.85,71.54,7.26,2.21,3.52,0.0
20050202:0810,281.5,331.15,16.28,3.56,3.38,0.0
20050202:0910,503.0,578.89,23.7,5.56,4.28,0.0
20050202:1010,668.74,779.12,28.88,6.95,4.69,0.0
20050202:1110,758.57,896.7,31.2,7.9,4.69,0.0
20050202:1210,785.18,933.32,30.3,8.5,4.83,0.0
20050202:1310,741.36,877.66,26.33,8.81,4.97,0.0
20050202:1410,674.25,792.6,19.82,8.82,5.1,0.0
20050202:1510,507.31,594.26,11.44,8.41,4.76,0.0
20050202:1610,10.18,23.29,1.78,7.26,4.48,0.0
20050202:1710,0.0,0.0,0.0,5.83,4.34,0.0
20050202:1810,0.0,0.0,0.0,4.87,4.14,0.0
20050202:1910,0.0,0.0,0.0,4.3,4.0,0.0
20050202:2010,0.0,0.0,0.0,3.67,3.52,0.0
20050202:2110,0.0,0.0,0.0,2.97,3.03,0.0
20050202:2210,0.0,0.0,0.0,2.18,2.76,0.0
20050202:2310,0.0,0.0,0.0,1.55,2.69,0.0
20050203:0010,0.0,0.0,0.0,1.0,2.55,0.0
20050203:0110,0.0,0.0,0.0,0.52,2.48,0.0
20050203:0210,0.0,0.0,0.0,0.17,2.41,0.0
20050203:0310,0.0,0.0,0.0,-0.04,2.34,0.0
20050203:0410,0.0,0.0,0.0,-0.13,2.34,0.0
20050203:0510,0.0,0.0,0.0,-0.12,2.34,0.0
20050203:0610,0.0,0.0,0.0,-0.09,2.41,0.0
20050203:0710,45.81,73.51,7.45,0.37,2.28,0.0
20050203:0810,306.55,360.57,16.49,2.81,2.0,0.0
20050203:0910,491.64,575.89,23.94,6.06,2.07,0.0
20050203:1010,630.89,749.22,29.15,7.83,2.69,0.0
20050203:1110,738.96,886.37,31.49,9.08,3.59,0.0
20050203:1210,806.8,973.48,30.59,9.96,4.28,0.0
20050203:1310,417.68,492.36,26.61,10.52,4.48,0.0
20050203:1410,467.72,551.11,20.09,10.74,4.48,0.0
20050203:1510,425.45,504.06,11.69,10.52,4.07,0.0
20050203:1610,10.64,24.15,2.01,9.45,3.79,0.0
20050203:1710,0.0,0.0,0.0,7.96,3.79,0.0
20050203:1810,0.0,0.0,0.0,6.76,3.86,0.0
20050203:1910,0.0,0.0,0.0,6.87,2.97,0.0
20050203:2010,0.0,0.0,0.0,5.78,2.9,0.0
20050203:2110,0.0,0.0,0.0,4.75,2.76,0.0
20050203:2210,0.0,0.0,0.0,3.7,2.55,0.0
20050203:2310,0.0,0.0,0.0,2.85,2.55,0.0
20050204:0010,0.0,0.0,0.0,2.42,2.62,0.0
20050204:0110,0.0,0.0,0.0,2.05,2.69,0.0
20050204:0210,0.0,0.0,0.0,1.72,2.69,0.0
20050204:0310,0.0,0.0,0.0,1.52,2.76,0.0
20050204:0410,0.0,0.0,0.0,1.33,2.83,0.0
20050204:0510,0.0,0.0,0.0,1.11,2.83,0.0
20050204:0610,0.0,0.0,0.0,0.85,2.76,0.0
20050204:0710,50.55,79.84,7.65,1.21,2.76,0.0
20050204:0810,289.64,341.28,16.72,3.55,2.62,0.0
20050204:0910,504.2,590.51,24.2,6.75,2.55,0.0
20050204:1010,656.56,785.93,29.43,8.71,2.62,0.0
20050204:1110,748.13,905.27,31.78,9.59,3.17,0.0
20050204:1210,772.04,942.01,30.89,10.03,3.03,0.0
20050204:1310,736.6,896.26,26.9,10.27,2.97,0.0
20050204:1410,669.0,806.06,20.36,10.21,3.03,0.0
20050204:1510,482.57,575.26,11.94,9.88,2.9,0.0
20050204:1610,10.69,24.15,2.24,8.66,2.97,0.0
20050204:1710,0.0,0.0,0.0,6.9,3.52,0.0
20050204:1810,0.0,0.0,0.0,5.56,3.86,0.0
20050204:1910,0.0,0.0,0.0,4.62,4.34,0.0
20050204:2010,0.0,0.0,0.0,3.77,4.21,0.0
20050204:2110,0.0,0.0,0.0,3.01,4.21,0.0
20050204:2210,0.0,0.0,0.0,2.35,4.21,0.0
20050204:2310,0.0,0.0,0.0,1.82,4.28,0.0
20050205:0010,0.0,0.0,0.0,1.42,0.0,0.0
20050205:0110,0.0,0.0,0.0,1.09,0.0,0.0
20050205:0210,0.0,0.0,0.0,0.81,4.28,0.0
20050205:0310,0.0,0.0,0.0,0.61,4.14,0.0
20050205:0410,0.0,0.0,0.0,0.35,4.0,0.0
20050205:0510,0.0,0.0,0.0,0.15,3.86,0.0
20050205:0610,0.0,0.0,0.0,-0.02,3.79,0.0
20050205:0710,45.85,72.84,7.86,0.36,3.79,0.0
20050205:0810,285.62,332.61,16.95,1.78,3.72,0.0
20050205:0910,510.95,585.27,24.45,3.97,3.86,0.0
20050205:1010,686.44,803.4,29.71,5.65,3.59,0.0
20050205:1110,752.71,902.76,32.08,6.85,2.83,0.0
20050205:1210,787.69,965.18,31.19,7.54,2.07,0.0
20050205:1310,745.5,916.99,27.19,7.95,1.59,0.0
20050205:1410,676.14,825.73,20.63,8.1,1.38,0.0
20050205:1510,493.74,593.44,12.19,7.94,1.17,0.0
20050205:1610,10.76,24.15,2.47,7.28,0.83,0.0
20050205:1710,0.0,0.0,0.0,6.27,0.83,0.0
20050205:1810,0.0,0.0,0.0,5.53,1.17,0.0
20050205:1910,0.0,0.0,0.0,3.96,1.38,0.0
20050205:2010,0.0,0.0,0.0,2.25,1.86,0.0
20050205:2110,0.0,0.0,0.0,1.25,2.14,0.0
20050205:2210,0.0,0.0,0.0,0.52,2.28,0.0
20050205:2310,0.0,0.0,0.0,0.15,2.34,0.0
20050206:0010,0.0,0.0,0.0,0.1,2.41,0.0
20050206:0110,0.0,0.0,0.0,0.36,2.62,0.0
20050206:0210,0.0,0.0,0.0,0.9,2.76,0.0
20050206:0310,0.0,0.0,0.0,1.42,2.9,0.0
20050206:0410,0.0,0.0,0.0,1.57,2.9,0.0
20050206:0510,0.0,0.0,0.0,1.65,2.69,0.0
20050206:0610,0.0,0.0,0.0,1.72,2.55,0.0
20050206:0710,59.52,91.54,8.07,1.12,2.55,0.0
20050206:0810,236.89,281.12,17.18,2.91,2.28,0.0
20050206:0910,450.41,524.07,24.72,4.86,2.07,0.0
20050206:1010,637.84,757.44,30.0,6.32,2.14,0.0
20050206:1110,755.18,917.32,32.39,6.91,2.0,0.0
20050206:1210,783.88,963.81,31.5,7.15,1.72,0.0
20050206:1310,747.19,917.72,27.48,7.42,1.52,0.0
20050206:1410,657.91,798.94,20.9,7.6,1.38,0.0
20050206:1510,551.03,665.82,12.44,7.7,1.17,0.0
20050206:1610,15.72,31.05,2.71,7.24,0.97,0.0
20050206:1710,0.0,0.0,0.0,6.18,1.24,0.0
20050206:1810,0.0,0.0,0.0,5.5,1.72,0.0
20050206:1910,0.0,0.0,0.0,4.72,1.52,0.0
20050206:2010,0.0,0.0,0.0,3.53,1.86,0.0
20050206:2110,0.0,0.0,0.0,2.47,2.14,0.0
